Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,Vll ab mean,Vll bc mean,Vll ca mean,I a mean,I b mean,I c mean,Vll avg mean,I avg mean
01-01-2023 23:00:00000,558.399902,50.083920,0.000000,0.000000,23387.535,23465.971,23416.666,55.064789,55.444458,55.532402,23423.365,55.347172
01-01-2023 23:15:00000,558.145386,39.483009,0.000000,0.000000,23394.838,23473.145,23422.504,54.925533,55.313499,55.438538,23430.158,55.225849
01-01-2023 23:30:00000,558.354248,34.150536,0.000000,0.000000,23387.053,23465.930,23414.082,54.918839,55.302792,55.456295,23422.371,55.225964
01-01-2023 23:45:00000,558.458069,28.155125,0.000000,0.000000,23393.781250,23471.957,23418.646,54.857746,55.263428,55.446625,23428.107,55.189289
02-01-2023 0:00:00000,558.331787,15.858220,0.000000,0.000000,23395.482,23471.920,23417.480,54.751328,55.205986,55.414028,23428.301,55.123779
02-01-2023 0:15:00000,558.422729,11.905590,0.000000,0.000000,23387.713,23461.248,23405.723,54.729015,55.252304,55.459286,23418.227,55.146870
02-01-2023 0:30:00000,558.528687,34.034111,0.000000,0.000000,23387.843750,23457.451,23400.068,54.802174,55.399151,55.586662,23415.113,55.262642
02-01-2023 0:45:00000,558.391785,49.955357,0.000000,0.000000,23389.246,23456.855,23398.326,54.892479,55.524693,55.701015,23414.822,55.372704
02-01-2023 1:00:00000,558.303162,47.981903,0.000000,0.000000,23395.742,23462.602,23404.436,54.844193,55.489414,55.660683,23420.916,55.331429
02-01-2023 1:15:00000,558.461609,52.253933,0.000000,0.000000,23396.451,23461.371,23401.727,54.869972,55.558842,55.739948,23419.854,55.389572
02-01-2023 1:30:00000,558.342163,47.462124,0.000000,0.000000,23397.326,23462.662,23401.805,54.813828,55.497219,55.701447,23420.596,55.337532
02-01-2023 1:45:00000,558.281006,44.664391,0.000000,0.000000,23401.218750,23468.059,23406.385,54.790192,55.443371,55.664814,23425.223,55.299461
02-01-2023 2:00:00000,558.255920,45.545200,0.000000,0.000000,23383.537,23447.131,23386.098,54.807861,55.535843,55.733051,23405.596,55.358921
02-01-2023 2:15:00000,558.227478,51.078915,0.000000,0.000000,23412.404,23484.801,23432.537,54.960995,55.466160,55.574734,23443.244,55.333988
02-01-2023 2:30:00000,558.225586,12.407721,0.000000,0.000000,23385.051,23465.674,23420.971,54.863567,55.184246,55.282372,23423.885,55.110100
02-01-2023 2:45:00000,558.106689,9.127452,0.000000,0.000000,23380.971,23461.119,23416.059,54.843868,55.177692,55.285175,23419.373,55.102253
02-01-2023 3:00:00000,558.161377,7.921076,0.000000,0.002383,23384.318,23463.881,23419.682,54.839569,55.179401,55.274612,23422.627,55.097878
02-01-2023 3:15:00000,558.168823,0.312919,0.000000,1.232629,23381.689,23462.279,23417.135,54.833805,55.162415,55.290916,23420.389,55.095741
02-01-2023 3:30:00000,558.135925,0.022046,0.000000,3.375300,23382.545,23462.857,23416.455,54.814865,55.156570,55.306187,23420.611,55.092522
02-01-2023 3:45:00000,558.141357,0.000000,0.000000,12.423967,23384.842,23464.520,23417.468750,54.806355,55.169868,55.339275,23422.271,55.105179
02-01-2023 4:00:00000,558.133179,0.155561,0.000000,9.308318,23380.537,23460.256,23412.264,54.804585,55.169872,55.347782,23417.703,55.107422
02-01-2023 4:15:00000,558.139343,5.565548,0.000000,0.009517,23382.236,23462.271,23413.785,54.806141,55.159832,55.323402,23419.447,55.096455
02-01-2023 4:30:00000,558.078308,2.798992,0.000000,0.150791,23383.322,23463.295,23415.043,54.794189,55.148560,55.311966,23420.561,55.084885
02-01-2023 4:45:00000,558.248169,2.286343,0.000000,0.547019,23384.293,23464.039,23414.932,54.799168,55.163776,55.337723,23421.102,55.100220
02-01-2023 5:00:00000,558.180847,0.003683,0.000000,5.641478,23383.420,23463.404,23414.660,54.793442,55.157761,55.338501,23420.490,55.096558
02-01-2023 5:15:00000,558.180481,1.663035,0.000000,0.714254,23381.576,23460.080,23411.039,54.785965,55.176422,55.344013,23417.553,55.102100
02-01-2023 5:30:00000,558.207336,2.864613,0.000000,0.004818,23385.172,23463.416,23412.926,54.770195,55.171673,55.354958,23420.504,55.098927
02-01-2023 5:45:00000,558.132996,0.562951,0.000000,3.246576,23386.518,23465.875000,23414.635,54.759228,55.145763,55.355980,23422.350,55.086975
02-01-2023 6:00:00000,558.178955,2.864481,0.000000,4.788388,23379.367,23458.129,23408.260,54.785263,55.178421,55.366280,23415.256,55.110027
02-01-2023 6:15:00000,558.069641,14.222571,0.000000,0.000000,23385.104,23464.037,23415.861,54.801533,55.175533,55.316658,23421.693,55.097958
02-01-2023 6:30:00000,558.024963,8.608644,0.000000,0.000000,23381.326,23459.916,23411.582,54.791286,55.163593,55.323933,23417.619,55.092957
02-01-2023 6:45:00000,558.117554,18.431614,0.000000,0.000000,23378.877,23455.748,23404.934,54.804813,55.217731,55.399796,23413.189,55.140793
02-01-2023 7:00:00000,558.122986,25.818476,0.000000,0.000000,23387.598,23463.404,23410.631,54.796425,55.235550,55.427094,23420.545,55.152996
02-01-2023 7:15:00000,558.066345,21.312042,0.000000,0.000000,23387.164,23462.453,23408.680,54.750671,55.212193,55.421207,23419.439,55.128021
02-01-2023 7:30:00000,558.062256,15.133197,0.000000,0.000000,23391.082,23467.627,23413.475,54.725315,55.166626,55.396843,23424.051,55.096272
02-01-2023 7:45:00000,558.039063,0.401518,0.000000,17.604128,23392.457,23472.291,23418.131,54.736958,55.140110,55.433556,23427.625000,55.103546
02-01-2023 8:00:00000,530.433960,0.000000,0.000000,41.255051,23380.195,23466.221,23419.768,52.338173,52.482224,52.765976,23422.082,52.528782
02-01-2023 8:15:00000,508.606293,0.000000,0.000000,44.925686,23377.968750,23468.562500,23421.843750,50.368549,50.356941,50.704891,23422.797,50.476803
02-01-2023 8:30:00000,508.782410,1.539143,0.000000,22.159544,23379.967,23469.768,23421.420,50.240643,50.233055,50.556980,23423.727,50.343555
02-01-2023 8:45:00000,508.810791,0.000000,0.000000,45.853554,23379.941,23476.607,23423.979,50.397339,50.307316,50.776749,23426.854,50.493824
02-01-2023 9:00:00000,508.907013,0.000000,0.000000,51.462868,23377.430,23477.658,23423.408,50.476196,50.337345,50.864223,23426.168,50.559250
02-01-2023 9:15:00000,508.863495,0.000000,0.000000,44.371658,23368.990,23471.404,23413.812500,50.425465,50.255394,50.826962,23418.066,50.502605
02-01-2023 9:30:00000,508.929932,0.028390,0.000000,33.100994,23375.593750,23479.547,23419.262,50.333435,50.141388,50.745308,23424.816,50.406696
02-01-2023 9:45:00000,508.944000,0.000000,0.000000,37.566547,23375.141,23479.453,23417.795,50.338230,50.158112,50.790348,23424.150,50.428905
02-01-2023 10:00:00000,508.954193,0.180646,0.000000,24.480759,23371.553,23477.562500,23415.949,50.294094,50.070724,50.699039,23421.680,50.354652
02-01-2023 10:15:00000,509.067230,0.614057,0.000000,17.075792,23371.660,23477.143,23417.777,50.286732,50.050758,50.631565,23422.195,50.323067
02-01-2023 10:30:00000,509.120544,0.863068,0.000000,9.169466,23372.967,23479.832,23421.252,50.272144,49.985313,50.550259,23424.707,50.269230
02-01-2023 10:45:00000,509.199646,0.000000,0.000000,13.370200,23369.754,23478.668,23418.855,50.291836,49.976875,50.582970,23422.436,50.283920
02-01-2023 11:00:00000,509.201294,0.167363,0.000000,8.880800,23366.547,23476.045,23416.373,50.294456,49.970798,50.571026,23419.643,50.278736
02-01-2023 11:15:00000,509.168121,3.525719,0.000000,0.118365,23367.387,23474.939,23417.773,50.294708,49.989082,50.514137,23420.037,50.266006
02-01-2023 11:30:00000,508.957916,11.103082,0.000000,0.000000,23368.141,23476.203,23419.289,50.299519,49.976021,50.483078,23421.207,50.252880
02-01-2023 11:45:00000,509.264465,21.306536,0.000000,0.000000,23369.166,23477.703,23421.066,50.377548,50.041336,50.520088,23422.648,50.313007
02-01-2023 12:00:00000,509.405884,21.527372,0.000000,0.000000,23371.496,23479.625000,23423.346,50.385292,50.054245,50.525368,23424.818,50.321648
02-01-2023 12:15:00000,509.326141,25.296413,0.000000,0.000000,23367.455,23476.123,23419.367,50.406677,50.069763,50.541943,23420.984,50.339443
02-01-2023 12:30:00000,509.362000,22.295343,0.000000,0.000000,23374.244,23485.682,23429.135,50.415588,50.020725,50.512959,23429.684,50.316456
02-01-2023 12:45:00000,509.421326,23.575708,0.000000,0.000000,23364.488,23476.418,23422.854,50.471672,50.052753,50.499996,23421.256,50.341492
02-01-2023 13:00:00000,509.478882,35.605923,0.000000,0.000000,23360.843750,23473.957,23419.096,50.570728,50.129654,50.570999,23417.984,50.423801
02-01-2023 13:15:00000,509.501373,48.012051,0.000000,0.000000,23369.818,23483.687500,23428.873,50.674683,50.218506,50.627151,23427.455,50.506767
02-01-2023 13:30:00000,509.566528,28.651554,0.000000,0.000000,23372.949,23488.555,23433.475,50.524971,50.038441,50.514587,23431.650,50.359280
02-01-2023 13:45:00000,509.677795,44.294933,0.000000,0.000000,23356.736,23471.432,23416.922,50.691620,50.222404,50.638763,23415.031250,50.517635
02-01-2023 14:00:00000,509.470337,52.954136,0.000000,0.000000,23364.561,23478.893,23424.955,50.741829,50.278000,50.657017,23422.820,50.558945
02-01-2023 14:15:00000,509.539948,50.480278,0.000000,0.000000,23372.242,23486.166,23432.018,50.694332,50.246399,50.630383,23430.164,50.523678
02-01-2023 14:30:00000,509.469482,46.202785,0.000000,0.000000,23368.439,23480.029,23428.178,50.641411,50.231804,50.582008,23425.533,50.485138
02-01-2023 14:45:00000,509.504822,46.515118,0.000000,0.000000,23373.078,23485.357,23432.770,50.645779,50.221436,50.581566,23430.410,50.482948
02-01-2023 15:00:00000,509.498444,33.508129,0.000000,0.000000,23371.109,23484.816,23432.369,50.551922,50.097801,50.498989,23429.426,50.382870
02-01-2023 15:15:00000,509.431610,33.731636,0.000000,0.000000,23361.877,23482.252,23421.850,50.573013,50.025997,50.577324,23422.004,50.392078
02-01-2023 15:30:00000,509.552704,25.187248,0.000000,0.000000,23371.264,23491.209,23431.016,50.508076,49.971424,50.539757,23431.162,50.339767
02-01-2023 15:45:00000,509.466705,30.395210,0.000000,0.000000,23359.643,23479.076,23418.709,50.547894,50.021622,50.575516,23419.127,50.381672
02-01-2023 16:00:00000,509.472351,34.886894,0.000000,0.000000,23370.084,23492.150,23429.049,50.577366,49.999939,50.593750,23430.426,50.390324
02-01-2023 16:15:00000,509.513916,23.242371,0.000000,0.000000,23370.145,23490.869,23429.242,50.501133,49.944473,50.540833,23430.082,50.328854
02-01-2023 16:30:00000,509.502411,18.173201,0.000000,0.000000,23365.611,23486.947,23425.230,50.489788,49.920341,50.536228,23425.934,50.315422
02-01-2023 16:45:00000,509.472595,17.495935,0.000000,0.000000,23368.053,23486.381,23428.975,50.482246,49.948685,50.487717,23427.805,50.306221
02-01-2023 17:00:00000,509.470490,20.129124,0.000000,0.000000,23364.902,23478.990,23425.936,50.492134,50.022373,50.466728,23423.277,50.327099
02-01-2023 17:15:00000,509.528870,28.494446,0.000000,0.000000,23365.707,23478.004,23425.922,50.534042,50.095745,50.490231,23423.223,50.373352
02-01-2023 17:30:00000,509.466736,25.691130,0.000000,0.000000,23372.531250,23484.971,23433.000000,50.498718,50.057041,50.457504,23430.168,50.337738
02-01-2023 17:45:00000,509.633484,11.506477,0.000000,0.000000,23370.693,23481.207,23432.125000,50.451447,50.039471,50.427723,23428.027,50.306221
02-01-2023 18:00:00000,509.418732,9.419724,0.000000,0.000000,23368.453,23477.553,23430.166,50.427044,50.036476,50.399593,23425.387,50.287739
02-01-2023 18:15:00000,509.525116,11.714449,0.000000,0.000000,23373.191,23479.934,23432.896,50.417675,50.067097,50.404854,23428.645,50.296532
02-01-2023 18:30:00000,509.366669,0.098039,0.000000,3.399273,23372.805,23478.168,23430.336,50.351612,50.038086,50.415966,23427.115,50.268585
02-01-2023 18:45:00000,509.417297,2.074479,0.000000,1.897930,23368.562500,23470.174,23425.967,50.361340,50.099209,50.397358,23421.593750,50.285950
02-01-2023 19:00:00000,509.283569,12.286734,0.000000,0.000000,23371.684,23470.218750,23428.727,50.363586,50.138710,50.348152,23423.539,50.283459
02-01-2023 19:15:00000,509.466827,17.235380,0.000000,0.000000,23370.703,23468.297,23426.857,50.397408,50.186031,50.375389,23421.965,50.319611
02-01-2023 19:30:00000,509.408142,25.946915,0.000000,0.000000,23368.629,23467.465,23427.664,50.467281,50.222904,50.372238,23421.260,50.354145
02-01-2023 19:45:00000,509.197723,27.322403,0.000000,0.000000,23372.660,23472.154,23436.303,50.481182,50.206741,50.297691,23427.027,50.328568
02-01-2023 20:00:00000,509.269958,27.926989,0.000000,0.000000,23366.133,23467.158,23432.037,50.529404,50.220303,50.303905,23421.754,50.351185
02-01-2023 20:15:00000,509.196625,20.469133,0.000000,0.000000,23377.680,23476.516,23443.012,50.448067,50.178062,50.249798,23432.400,50.291973
02-01-2023 20:30:00000,512.993591,0.938613,0.000000,4.036968,23372.367,23466.277,23426.896,50.630329,50.531689,50.737110,23421.850,50.633026
02-01-2023 20:45:00000,557.911133,94.891617,0.000000,0.000000,23375.398,23471.453,23431.156250,55.836620,55.888187,55.871399,23426.014,55.865429
02-01-2023 21:00:00000,558.163147,117.378761,0.000000,0.000000,23366.887,23449.014,23408.922,56.206272,56.531536,56.414936,23408.279,56.384243
02-01-2023 21:15:00000,558.039063,124.750427,0.000000,0.000000,23379.561,23459.043,23418.932,56.290405,56.663052,56.515942,23419.166,56.489765
02-01-2023 21:30:00000,557.918823,130.976379,0.000000,0.000000,23373.625000,23452.092,23410.758,56.410500,56.807369,56.667549,23412.162,56.628464
02-01-2023 21:45:00000,558.174438,85.044510,0.000000,0.000000,23376.277,23457.816,23411.559,55.672131,55.987713,56.010212,23415.238,55.890007
02-01-2023 22:00:00000,558.374756,50.868706,0.000000,0.004453,23385.342,23466.199,23416.471,55.113152,55.437160,55.566376,23422.693,55.372219
02-01-2023 22:15:00000,558.327698,33.497635,0.000000,0.611803,23384.486,23464.887,23413.744,55.004757,55.353146,55.533295,23421.033,55.297089
02-01-2023 22:30:00000,558.276367,55.114395,0.000000,0.105730,23370.049,23444.779,23394.496,55.159470,55.608315,55.711006,23403.117,55.492973
02-01-2023 22:45:00000,558.228455,62.087795,0.000000,0.000000,23392.791,23467.586,23412.795,55.125370,55.588650,55.749596,23424.398,55.487862
02-01-2023 23:00:00000,558.104614,52.939175,0.000000,0.000000,23388.236,23462.662,23408.084,55.033276,55.506855,55.677826,23419.678,55.405979
02-01-2023 23:15:00000,558.088013,54.920708,0.000000,0.000000,23389.852,23464.742,23405.367,55.020512,55.499737,55.743546,23419.971,55.421268
02-01-2023 23:30:00000,558.227051,48.326439,0.000000,0.000000,23394.533,23467.635,23406.277,54.939701,55.464809,55.736774,23422.820,55.380356
02-01-2023 23:45:00000,558.147095,47.516472,0.000000,0.000000,23388.676,23458.834,23396.754,54.905273,55.494919,55.766537,23414.756,55.388947
03-01-2023 0:00:00000,558.147034,52.040916,0.000000,0.000000,23394.812500,23463.271,23401.990,54.917740,55.531830,55.780216,23420.047,55.409935
03-01-2023 0:15:00000,558.198059,49.862377,0.000000,0.033097,23397.434,23465.273,23408.742,54.937622,55.534370,55.706295,23423.803,55.392841
03-01-2023 0:30:00000,558.152466,31.041582,0.000000,1.017208,23394.437500,23462.707,23402.809,54.778355,55.405838,55.656731,23419.949,55.280262
03-01-2023 0:45:00000,558.182800,41.820671,0.000000,0.036441,23389.668,23455.398,23396.635,54.845177,55.507561,55.715477,23413.896,55.356075
03-01-2023 1:00:00000,558.156555,45.723751,0.000000,0.000000,23394.699,23459.135,23400.561,54.847950,55.531811,55.727409,23418.127,55.369045
03-01-2023 1:15:00000,558.132751,37.801544,0.000000,0.398257,23400.617,23464.832,23404.109,54.757965,55.462742,55.696987,23423.156250,55.305889
03-01-2023 1:30:00000,558.074829,27.099907,0.000000,2.087460,23403.268,23465.791,23404.998,54.663395,55.411770,55.648224,23424.684,55.241112
03-01-2023 1:45:00000,558.155090,21.668936,0.000000,3.956070,23397.570,23461.211,23400.273,54.665207,55.400742,55.654255,23419.680,55.240051
03-01-2023 2:00:00000,558.084961,14.691284,0.000000,7.970417,23401.566,23463.145,23402.961,54.605381,55.387089,55.624413,23422.559,55.205677
03-01-2023 2:15:00000,558.030396,13.807177,0.000000,8.763777,23404.309,23460.225,23392.648,54.474800,55.420532,55.723026,23419.035,55.206078
03-01-2023 2:30:00000,558.056396,10.742296,0.000000,12.491850,23405.846,23460.941,23390.539,54.440308,55.427639,55.767151,23419.100,55.211712
03-01-2023 2:45:00000,558.037231,3.572861,0.000000,34.967705,23409.002,23471.473,23413.256,54.673721,55.460243,55.704189,23431.244,55.279427
03-01-2023 3:00:00000,558.044006,0.000000,0.000000,51.008549,23392.510,23458.014,23403.562500,54.842667,55.566780,55.788223,23418.033,55.399204
03-01-2023 3:15:00000,558.093323,0.060303,0.000000,43.923550,23393.816,23458.367,23404.334,54.787266,55.521385,55.727909,23418.840,55.345505
03-01-2023 3:30:00000,558.085388,0.445558,0.000000,38.122147,23392.738,23455.975,23402.711,54.749710,55.498737,55.682037,23417.133,55.310120
03-01-2023 3:45:00000,558.037354,0.759026,0.000000,34.783707,23391.744,23454.109,23400.773,54.718521,55.482449,55.658054,23415.555,55.286324
03-01-2023 4:00:00000,558.061951,1.490428,0.000000,28.044497,23398.930,23459.156250,23406.781250,54.651859,55.445934,55.591305,23421.635,55.229713
03-01-2023 4:15:00000,558.097351,1.410294,0.000000,26.455544,23396.039,23457.113,23405.779,54.669075,55.435211,55.572845,23419.639,55.225712
03-01-2023 4:30:00000,558.127869,0.676926,0.000000,31.651352,23397.027,23459.084,23407.631,54.705494,55.455574,55.603462,23421.258,55.254810
03-01-2023 4:45:00000,558.079651,0.967806,0.000000,32.381134,23394.020,23456.174,23405.451,54.727646,55.468090,55.603149,23418.553,55.266319
03-01-2023 5:00:00000,558.062744,0.491367,0.000000,36.217014,23394.207,23457.281250,23407.561,54.762745,55.480682,55.614914,23419.674,55.286095
03-01-2023 5:15:00000,558.106934,2.442456,0.000000,24.363020,23386.389,23455.119,23409.467,54.811958,55.377060,55.488602,23416.984,55.225826
03-01-2023 5:30:00000,557.865906,3.621763,0.000000,19.187452,23384.209,23458.424,23415.082,54.836823,55.288017,55.378475,23419.254,55.167786
03-01-2023 5:45:00000,558.269470,4.860371,0.000000,17.112120,23382.713,23456.434,23412.957,54.867489,55.331326,55.414810,23417.359,55.204510
03-01-2023 6:00:00000,558.060303,4.094762,0.000000,18.910887,23386.258,23459.893,23415.242,54.830349,55.305161,55.415989,23420.480,55.183849
03-01-2023 6:15:00000,557.953918,8.129504,0.000000,12.570990,23380.926,23454.861,23407.488,54.791576,55.281158,55.426846,23414.426,55.166584
03-01-2023 6:30:00000,557.912048,6.125848,0.000000,15.541976,23387.031250,23462.602,23415.074,54.790333,55.250660,55.416546,23421.543,55.152519
03-01-2023 6:45:00000,557.892212,3.760352,0.000000,19.777012,23383.287,23458.268,23411.570,54.808071,55.279434,55.439465,23417.713,55.175674
03-01-2023 7:00:00000,557.982788,8.518163,0.000000,11.549043,23379.031250,23453.695,23404.968750,54.793846,55.273972,55.440025,23412.570,55.169292
